armor_type	str_mod	cr	dex_mod	damage_resistances	wis	vulnerabilities	wis_save	hp_average	name	passive_perception	actions	legnedary_actions	launguages	xp	size	cha_save	armor_class	dex_save	con_mod	senses	skills	con_save	speed	str	damage_immunities	wis_mod	reactions	int_mod	condition_immunities	cha	cha_mod	dex	con	int_save	alignment	int	type	hp_source	str_save	special_abilties
Natural Armor	+5	11	+2		16		+7	161	Djinni	13	"[{""Name"":""Multiattack"";""Desc"":""The djinni makes three scimitar attacks.""};{""Name"":""Scimitar"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""9"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""2d6 + 5"";""Damage Type"":""slashing"";""Damage 2"":""1d6"";""Damage 2 Type"":""lightning or thunder"";""Desc"":""(djinni's choice)""};{""Name"":""Create Whirlwind"";""Desc"":""A 5-foot-radius; 30-foot-tall cylinder of swirling air magically forms on a point the djinni can see within 120 feet of it. The whirlwind lasts as long as the djinni maintains concentration (as if concentrating on a spell). Any creature but the djinni that enters the whirlwind must succeed on a DC 18 Strength saving throw or be restrained by it. The djinni can move the whirlwind up to 60 feet as an action; and creatures restrained by the whirlwind move with it. The whirlwind ends if the djinni loses sight of it.<br>A creature can use its action to free a creature restrained by the whirlwind; including itself; by succeeding on a DC 18 Strength check. If the check succeeds; the creature is no longer restrained and moves to the nearest space outside the whirlwind.""}]"		Auran	7200	Large	+9	17	+6	+6	Darkvision 120 Ft.			30 ft.; fly 90 ft.	21	Lightning; Thunder	+3		+2		20	+5	15	22		Chaotic Good	15	elemental	14d10+84		"[{""Name"":""Elemental Demise"";""Desc"":""If the djinni dies; its body disintegrates into a warm breeze; leaving behind only equipment the djinni was wearing or carrying.""};{""Name"":""Innate Spellcasting"";""Desc"":""The djinni's innate spellcasting ability is Charisma (spell save DC 17; +9 to hit with spell attacks). It can innately cast the following spells; requiring no material components: <br><br> At will: detect evil and good; detect magic; thunderwave<br> 3/day each: create food and water (can create wine instead of water); tongues; wind walk<br> 1/day each: conjure elemental (air elemental only); creation; gaseous form; invisibility; major image; plane shift""};{""Name"":""Variant: Genie Powers"";""Desc"":""Genies have a variety of magical capabilities; including spells. A few have even greater powers that allow them to alter their appearance or the nature of reality.<br><br>Disguises.<br>Some genies can veil themselves in illusion to pass as other similarly shaped creatures. Such genies can innately cast the disguise self spell at will; often with a longer duration than is normal for that spell. Mightier genies can cast the true polymorph spell one to three times per day; possibly with a longer duration than normal. Such genies can change only their own shape; but a rare few can use the spell on other creatures and objects as well.<br>Wishes.<br>The genie power to grant wishes is legendary among mortals. Only the most potent genies; such as those among the nobility; can do so. A particular genie that has this power can grant one to three wishes to a creature that isn't a genie. Once a genie has granted its limit of wishes; it can't grant wishes again for some amount of time (usually 1 year). and cosmic law dictates that the same genie can expend its limit of wishes on a specific creature only once in that creature's existence.<br>To be granted a wish; a creature within 60 feet of the genie states a desired effect to it. The genie can then cast the wish spell on the creature's behalf to bring about the effect. Depending on the genie's nature; the genie might try to pervert the intent of the wish by exploiting the wish's poor wording. The perversion of the wording is usually crafted to be to the genie's benefit.""}]"
	+0	3	+4		12			52	Doppelganger	11	"[{""Name"":""Multiattack"";""Desc"":""The doppelganger makes two melee attacks.""};{""Name"":""Slam"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""6"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""1d6 + 4"";""Damage Type"":""bludgeoning""};{""Name"":""Read Thoughts"";""Desc"":""The doppelganger magically reads the surface thoughts of one creature within 60 ft. of it. The effect can penetrate barriers; but 3 ft. of wood or dirt; 2 ft. of stone; 2 inches of metal; or a thin sheet of lead blocks it. While the target is in range; the doppelganger can continue reading its thoughts; as long as the doppelganger's concentration isn't broken (as if concentrating on a spell). While reading the target's mind; the doppelganger has advantage on Wisdom (Insight) and Charisma (Deception; Intimidation; and Persuasion) checks against the target.""}]"		Common	700	Medium		14		+2	Darkvision 60 Ft.	Deception +6; Insight +3		30 ft.	11	Charmed	+1		+0		14	+2	18	14		Unaligned	11	monstrosity (shapechanger)	8d8+16		"[{""Name"":""Shapechanger"";""Desc"":""The doppelganger can use its action to polymorph into a Small or Medium humanoid it has seen; or back into its true form. Its statistics; other than its size; are the same in each form. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies.""};{""Name"":""Ambusher"";""Desc"":""In the first round of a combat; the doppelganger has advantage on attack rolls against any creature it has surprised.""};{""Name"":""Surprise Attack"";""Desc"":""If the doppelganger surprises a creature and hits it with an attack during the first round of combat; the target takes an extra 10 (3d6) damage from the attack.""}]"
	+4	1/4	+0		11			19	Draft Horse	10	"[{""Name"":""Hooves"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""6"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""2d4 + 4"";""Damage Type"":""bludgeoning""}]"			50	Large		10		+1				40 ft.	18		+0		-4		7	-2	10	12		Unaligned	2	beast	3d10+3		
Natural Armor	+7	17	+0	Fire	12		+7	341	Dragon Turtle	11	"[{""Name"":""Multiattack"";""Desc"":""The dragon turtle makes three attacks: one with its bite and two with its claws. It can make one tail attack in place of its two claw attacks.""};{""Name"":""Bite"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""13"";""Reach"":""15 ft."";""Target"":""one target"";""Damage"":""3d12 + 7"";""Damage Type"":""piercing""};{""Name"":""Claw"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""13"";""Reach"":""10 ft."";""Target"":""one target"";""Damage"":""2d8 + 7"";""Damage Type"":""slashing""};{""Name"":""Tail"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""13"";""Reach"":""15 ft."";""Target"":""one target"";""Damage"":""3d12 + 7"";""Damage Type"":""bludgeoning"";""Desc"":""If the target is a creature; it must succeed on a DC 20 Strength saving throw or be pushed up to 10 feet away from the dragon turtle and knocked prone""};{""Name"":""Steam Breath (Recharge 5-6)"";""Desc"":""The dragon turtle exhales scalding steam in a 60-foot cone. Each creature in that area must make a DC 18 Constitution saving throw; taking 52 (15d6) fire damage on a failed save; or half as much damage on a successful one. Being underwater doesn't grant resistance against this damage.""}]"		Aquan; Draconic	18000	Gargantuan		20	+6	+5	Darkvision 120 Ft.		+11	20 ft.; swim 40 ft.	25		+1		+0		12	+1	10	20		Neutral	10	dragon	22d20+10		"[{""Name"":""Amphibious"";""Desc"":""The dragon turtle can breathe air and water.""}]"
Natural Armor	+0	1/4	+0	Cold; Fire; Lightning	8			18	Dretch	9	"[{""Name"":""Multiattack"";""Desc"":""The dretch makes two attacks: one with its bite and one with its claws.""};{""Name"":""Bite"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""2"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""1d6"";""Damage Type"":""piercing""};{""Name"":""Claws"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""2"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""2d4"";""Damage Type"":""slashing""};{""Name"":""Fetid Cloud (1/Day)"";""Desc"":""A 10-foot radius of disgusting green gas extends out from the dretch. The gas spreads around corners; and its area is lightly obscured. It lasts for 1 minute or until a strong wind disperses it. Any creature that starts its turn in that area must succeed on a DC 11 Constitution saving throw or be poisoned until the start of its next turn. While poisoned in this way; the target can take either an action or a bonus action on its turn; not both; and can't take reactions.""}]"		Abyssal; Telepathy 60 Ft. (Works Only With Creatures That Understand Abyssal)	50	Small		11		+1	Darkvision 60 Ft.			20 ft.	11	Poison	-1		-3	Poisoned	3	-4	11	12		Chaotic Evil	5	fiend (demon)	4d6+4		
Natural Armor	+3	6	+3		14			123	Drider	15	"[{""Name"":""Multiattack"";""Desc"":""The drider makes three attacks; either with its longsword or its longbow. It can replace one of those attacks with a bite attack.""};{""Name"":""Bite"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""6"";""Reach"":""5 ft."";""Target"":""one creature"";""Damage"":""1d4"";""Damage Type"":""piercing"";""Damage 2"":""2d8"";""Damage 2 Type"":""poison""};{""Name"":""Longsword"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""6"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""1d10 + 3"";""Damage Type"":""slashing"";""Desc"":""two handed""};{""Name"":""Longsword"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""6"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""1d8 + 3"";""Damage Type"":""slashing"";""Desc"":""one handed""};{""Name"":""Longbow"";""Type Attack"":""Weapon Attack"";""Type"":""Ranged"";""Hit Bonus"":""6"";""Reach"":""150/600 ft."";""Target"":""one target"";""Damage"":""1d8 + 3"";""Damage Type"":""piercing"";""Damage 2"":""1d8"";""Damage 2 Type"":""poison""}]"		Elvish; Undercommon	2300	Large		19		+4	Darkvision 120 Ft.	Perception +5; Stealth +9		30 ft.; climb 30 ft.	16		+2		+1		12	+1	16	18		Chaotic Evil	13	monstrosity	13d10+52		"[{""Name"":""Fey Ancestry"";""Desc"":""The drider has advantage on saving throws against being charmed; and magic can't put the drider to sleep.""};{""Name"":""Innate Spellcasting"";""Desc"":""The drider's innate spellcasting ability is Wisdom (spell save DC 13). The drider can innately cast the following spells; requiring no material components: <br>At will: dancing lights<br>1/day each: darkness; faerie fire""};{""Name"":""Spider Climb"";""Desc"":""The drider can climb difficult surfaces; including upside down on ceilings; without needing to make an ability check.""};{""Name"":""Sunlight Sensitivity"";""Desc"":""While in sunlight; the drider has disadvantage on attack rolls; as well as on Wisdom (Perception) checks that rely on sight.""};{""Name"":""Web Walker"";""Desc"":""The drider ignores movement restrictions caused by webbing.""}]"
Chain Shirt	+0	1/4	+2		11			13	Drow	12	"[{""Name"":""Shortsword"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""4"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""1d6 + 2"";""Damage Type"":""piercing""};{""Name"":""Hand Crossbow"";""Type Attack"":""Weapon Attack"";""Type"":""Ranged"";""Hit Bonus"":""4"";""Reach"":""30/120 ft."";""Target"":""one target"";""Damage"":""1d6 + 2"";""Damage Type"":""piercing"";""Desc"":""The target must succeed on a dc 13 constitution saving throw or be poisoned for 1 hour If the saving throw fails by 5 or more; the target is also unconscious while poisoned in this way. The target wakes up if it takes damage or if another creature takes an action to shake it awake""}]"		Elvish; Undercommon	50	Medium		15		+0	Darkvision 120 Ft.	Perception +2; Stealth +4		30 ft.	10		+0		+0		12	+1	14	10		Neutral Evil	11	humanoid (elf)	3d8		"[{""Name"":""Fey Ancestry"";""Desc"":""The drow has advantage on saving throws against being charmed; and magic can't put the drow to sleep.""};{""Name"":""Innate Spellcasting"";""Desc"":""The drow's spellcasting ability is Charisma (spell save DC 11). It can innately cast the following spells; requiring no material components: <br>At will: dancing lights<br>1/day each: darkness; faerie fire""};{""Name"":""Sunlight Sensitivity"";""Desc"":""While in sunlight; the drow has disadvantage on attack rolls; as well as on Wisdom (Perception) checks that rely on sight.""}]"
16 With Barkskin	+0	2	+1		15			27	Druid	14	"[{""Name"":""Quarterstaff"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""2"";""Reach"":""5 ft."";""Target"":""(+4 with shillelagh); one target"";""Damage"":""1d6"";""Damage Type"":""bludgeoning"";""Damage 2"":""1d8 + 2"";""Damage 2 Type"":""bludgeoning"";""Desc"":""Or with shillelagh or if wielded with two hands""}]"		Druidic Plus Any Two Languages	450	Medium		11		+1		Medicine +4; Nature +3; Perception +4		30 ft.	10		+2		+1		11	+0	12	13		Any Alignment	12	humanoid (any race)	5d8+5		"[{""Name"":""Spellcasting"";""Desc"":""The druid is a 4th-level spellcaster. Its spellcasting ability is Wisdom (spell save DC 12; +4 to hit with spell attacks). It has the following druid spells prepared: <br><br> Cantrips (at will): druidcraft; produce flame; shillelagh<br> 1st level (4 slots): entangle; longstrider; speak with animals; thunderwave<br> 2nd level (3 slots): animal messenger; barkskin""}]"
16 With Barkskin	+0	1	+1		15			22	Dryad	14	"[{""Name"":""Club"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""2"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""1d4"";""Damage Type"":""bludgeoning""};{""Name"":""Club (with shillelagh)"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""6"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""1d8 + 4"";""Damage Type"":""bludgeoning""};{""Name"":""Fey Charm"";""Desc"":""The dryad targets one humanoid or beast that she can see within 30 feet of her. If the target can see the dryad; it must succeed on a DC 14 Wisdom saving throw or be magically charmed. The charmed creature regards the dryad as a trusted friend to be heeded and protected. Although the target isn't under the dryad's control; it takes the dryad's requests or actions in the most favorable way it can.<br>Each time the dryad or its allies do anything harmful to the target; it can repeat the saving throw; ending the effect on itself on a success. Otherwise; the effect lasts 24 hours or until the dryad dies; is on a different plane of existence from the target; or ends the effect as a bonus action. If a target's saving throw is successful; the target is immune to the dryad's Fey Charm for the next 24 hours.<br>The dryad can have no more than one humanoid and up to three beasts charmed at a time.""}]"		Elvish; Sylvan	200	Medium		11		+0	Darkvision 60 Ft.	Perception +4; Stealth +5		30 ft.	10		+2		+2		18	+4	12	11		Neutral	14	fey	5d8		"[{""Name"":""Innate Spellcasting"";""Desc"":""The dryad's innate spellcasting ability is Charisma (spell save DC 14). The dryad can innately cast the following spells; requiring no material components: <br><br>At will: druidcraft<br>3/day each: entangle; goodberry<br>1/day each: barkskin; pass without trace; shillelagh""};{""Name"":""Magic Resistance"";""Desc"":""The dryad has advantage on saving throws against spells and other magical effects.""};{""Name"":""Speak with Beasts and Plants"";""Desc"":""The dryad can communicate with beasts and plants as if they shared a language.""};{""Name"":""Tree Stride"";""Desc"":""Once on her turn; the dryad can use 10 ft. of her movement to step magically into one living tree within her reach and emerge from a second living tree within 60 ft. of the first tree; appearing in an unoccupied space within 5 ft. of the second tree. Both trees must be large or bigger.""}]"
Scale Mail; Shield	+2	1	+0	Poison	10			26	Duergar	10	"[{""Name"":""Enlarge (Recharges after a Short or Long Rest)"";""Desc"":""For 1 minute; the duergar magically increases in size; along with anything it is wearing or carrying. While enlarged; the duergar is Large; doubles its damage dice on Strength-based weapon attacks (included in the attacks); and makes Strength checks and Strength saving throws with advantage. If the duergar lacks the room to become Large; it attains the maximum size possible in the space available.""};{""Name"":""War Pick"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""4"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""2d8 + 2"";""Damage Type"":""piercing"";""Desc"":""while enlarged""};{""Name"":""War Pick"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""4"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""1d8 + 2"";""Damage Type"":""piercing""};{""Name"":""Javelin"";""Type Attack"":""Weapon Attack"";""Type"":""Ranged"";""Hit Bonus"":""4"";""Reach"":""30/120 ft."";""Target"":""one target"";""Damage"":""2d6 + 2"";""Damage Type"":""piercing"";""Desc"":""while enlarged""};{""Name"":""Javelin"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""4"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""2d6 + 2"";""Damage Type"":""piercing"";""Desc"":""while enlarged""};{""Name"":""Javelin"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""4"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""1d6 + 2"";""Damage Type"":""piercing""};{""Name"":""Javelin"";""Type Attack"":""Weapon Attack"";""Type"":""Ranged"";""Hit Bonus"":""4"";""Reach"":""30/120 ft."";""Target"":""one target"";""Damage"":""1d6 + 2"";""Damage Type"":""piercing""};{""Name"":""Invisibility (Recharges after a Short or Long Rest)"";""Desc"":""The duergar magically turns invisible until it attacks; casts a spell; or uses its Enlarge; or until its concentration is broken; up to 1 hour (as if concentrating on a spell). Any equipment the duergar wears or carries is invisible with it.""}]"		Dwarvish; Undercommon	200	Medium		16		+2	Darkvision 120 Ft.			25 ft.	14		+0		+0		9	-1	11	14		Lawful Evil	11	humanoid (dwarf)	4d8+4		"[{""Name"":""Duergar Resilience"";""Desc"":""The duergar has advantage on saving throws against poison; spells; and illusions; as well as to resist being charmed or paralyzed.""};{""Name"":""Sunlight Sensitivity"";""Desc"":""While in sunlight; the duergar has disadvantage on attack rolls; as well as on Wisdom (Perception) checks that rely on sight.""}]"
