Name,Tags/Lair,Environment,Source,Page,Reference,SRD,armor_type,str_mod,cr,dex_mod,damage_resistances,wis,vulnerabilities,wis_save,hp_average,passive_perception,actions,legnedary_actions,launguages,xp,size,cha_save,armor_class,dex_save,con_mod,senses,skills,con_save,speed,str,damage_immunities,wis_mod,reactions,int_mod,condition_immunities,cha,cha_mod,dex,con,int_save,alignment,int,type,hp_source,str_save,special_abilties
Purple Worm,,Desert; Underdark,MM,255.0,MM255,Y,Natural Armor,9.0,15,-2.0,,8.0,,4.0,247.0,9.0,"[{""Name"":""Multiattack"";""Desc"":""The worm makes two attacks: one with its bite and one with its stinger.""};{""Name"":""Bite"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""9"";""Reach"":""10 ft."";""Target"":""one target"";""Damage"":""3d8 + 9"";""Damage Type"":""piercing"";""Desc"":""If the target is a Large or smaller creature; it must succeed on a DC 19 Dexterity saving throw or be swallowed by the worm. A swallowed creature is blinded and restrained; it has total cover against attacks and other effects outside the worm; and it takes 21 (6d6) acid damage at the start of each of the worm's turns.<br>If the worm takes 30 damage or more on a single turn from a creature inside it; the worm must succeed on a DC 21 Constitution saving throw at the end of that turn or regurgitate all swallowed creatures; which fall prone in a space within 10 feet of the worm. If the worm dies; a swallowed creature is no longer restrained by it and can escape from the corpse by using 20 feet of movement; exiting prone""};{""Name"":""Tail Stinger"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""9"";""Reach"":""10 ft."";""Target"":""one creature"";""Damage"":""3d6 + 9"";""Damage Type"":""piercing"";""Damage 2"":""12d6"";""Damage 2 Type"":""poison"";""Desc"":""The target must make a dc on a failed save; or half as much damage on a successful one""}]",,,13000.0,Gargantuan,,18.0,,6.0,Blindsight 30 Ft.; Tremorsense 60 Ft.,,11.0,50 ft.; burrow 30 ft.,28.0,,-1.0,,-5.0,,4.0,-3.0,7.0,22.0,,Unaligned,1.0,monstrosity,15d20+90,,"[{""Name"":""Tunneler"";""Desc"":""The worm can burrow through solid rock at half its burrow speed and leaves a 10-foot-diameter tunnel in its wake.""}]"
Vampire Spellcaster,shapechanger,Urban,MM,297.0,MM297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vampire Warrior,shapechanger,Urban,MM,297.0,MM297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adult Blue Dragon,,Coastal; Desert,MM,91.0,MM91,Y,,7.0,16,0.0,,15.0,,7.0,225.0,22.0,"[{""Name"":""Multiattack"";""Desc"":""The dragon can use its Frightful Presence. It then makes three attacks: one with its bite and two with its claws.""};{""Name"":""Bite"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""12"";""Reach"":""10 ft."";""Target"":""one target"";""Damage"":""2d10 + 7"";""Damage Type"":""piercing"";""Damage 2"":""1d10"";""Damage 2 Type"":""lightning""};{""Name"":""Claw"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""12"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""2d6 + 7"";""Damage Type"":""slashing""};{""Name"":""Tail"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""12"";""Reach"":""15 ft."";""Target"":""one target"";""Damage"":""2d8 + 7"";""Damage Type"":""bludgeoning""};{""Name"":""Frightful Presence"";""Desc"":""Each creature of the dragon's choice that is within 120 ft. of the dragon and aware of it must succeed on a DC 17 Wisdom saving throw or become frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns; ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it; the creature is immune to the dragon's Frightful Presence for the next 24 hours.""};{""Name"":""Lightning Breath (Recharge 5-6)"";""Desc"":""The dragon exhales lightning in a 90-foot line that is 5 ft. wide. Each creature in that line must make a DC 19 Dexterity saving throw; taking 66 (12d10) lightning damage on a failed save; or half as much damage on a successful one.""}]","[{""Name"":""Detect"";""Desc"":""The dragon makes a Wisdom (Perception) check.""};{""Name"":""Tail Attack"";""Desc"":""The dragon makes a tail attack.""};{""Name"":""Wing Attack (Costs 2 Actions)"";""Desc"":""The dragon beats its wings. Each creature within 10 ft. of the dragon must succeed on a DC 20 Dexterity saving throw or take 14 (2d6 + 7) bludgeoning damage and be knocked prone. The dragon can then fly up to half its flying speed.""}]",Common; Draconic,15000.0,Huge,9.0,19.0,5.0,6.0,Blindsight 60 Ft.; Darkvision 120 Ft.,Perception +12; Stealth +5,11.0,40 ft.; burrow 30 ft.; fly 80 ft.,25.0,Lightning,2.0,,3.0,,19.0,4.0,10.0,23.0,,Lawful Evil,16.0,dragon,18d12+108,,"[{""Name"":""Legendary Resistance (3/Day)"";""Desc"":""If the dragon fails a saving throw; it can choose to succeed instead.""}]"
Adult Silver Dragon,,Mountain; Urban,MM,117.0,MM117,Y,Natural Armor,8.0,16,0.0,,13.0,,6.0,243.0,21.0,"[{""Name"":""Multiattack"";""Desc"":""The dragon can use its Frightful Presence. It then makes three attacks: one with its bite and two with its claws.""};{""Name"":""Bite"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""13"";""Reach"":""10 ft."";""Target"":""one target"";""Damage"":""2d10 + 8"";""Damage Type"":""piercing""};{""Name"":""Claw"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""13"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""2d6 + 8"";""Damage Type"":""slashing""};{""Name"":""Tail"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""13"";""Reach"":""15 ft."";""Target"":""one target"";""Damage"":""2d8 + 8"";""Damage Type"":""bludgeoning""};{""Name"":""Frightful Presence"";""Desc"":""Each creature of the dragon's choice that is within 120 feet of the dragon and aware of it must succeed on a DC 18 Wisdom saving throw or become frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns; ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it; the creature is immune to the dragon's Frightful Presence for the next 24 hours.""};{""Name"":""Breath Weapons (Recharge 5-6)"";""Desc"":""The dragon uses one of the following breath weapons.<br>Cold Breath. The dragon exhales an icy blast in a 60-foot cone. Each creature in that area must make a DC 20 Constitution saving throw; taking 58 (13d8) cold damage on a failed save; or half as much damage on a successful one.<br>Paralyzing Breath. The dragon exhales paralyzing gas in a 60-foot cone. Each creature in that area must succeed on a DC 20 Constitution saving throw or be paralyzed for 1 minute. A creature can repeat the saving throw at the end of each of its turns; ending the effect on itself on a success.""};{""Name"":""Change Shape"";""Desc"":""The dragon magically polymorphs into a humanoid or beast that has a challenge rating no higher than its own; or back into its true form. It reverts to its true form if it dies. Any equipment it is wearing or carrying is absorbed or borne by the new form (the dragon's choice). In a new form; the dragon retains its alignment; hit points; Hit Dice; ability to speak; proficiencies; Legendary Resistance; lair actions; and Intelligence; Wisdom; and Charisma scores; as well as this action. Its statistics and capabilities are otherwise replaced by those of the new form; except any class features or legendary actions of that form.""}]","[{""Name"":""Detect"";""Desc"":""The dragon makes a Wisdom (Perception) check.""};{""Name"":""Tail Attack"";""Desc"":""The dragon makes a tail attack.""};{""Name"":""Wing Attack (Costs 2 Actions)"";""Desc"":""The dragon beats its wings. Each creature within 10 ft. of the dragon must succeed on a DC 22 Dexterity saving throw or take 15 (2d6 + 8) bludgeoning damage and be knocked prone. The dragon can then fly up to half its flying speed.""}]",Common; Draconic,15000.0,Huge,10.0,19.0,5.0,7.0,Blindsight 60 Ft.; Darkvision 120 Ft.,Arcana +8; History +8; Perception +11; Stealth +5,12.0,40 ft.; fly 80 ft.,27.0,Cold,1.0,,3.0,,21.0,5.0,10.0,25.0,,Lawful Good,16.0,dragon,18d12+126,,"[{""Name"":""Legendary Resistance (3/Day)"";""Desc"":""If the dragon fails a saving throw; it can choose to succeed instead.""}]"
Iron Golem,,Urban,MM,170.0,MM170,Y,Natural Armor,7.0,16,-1.0,,11.0,,,210.0,10.0,"[{""Name"":""Multiattack"";""Desc"":""The golem makes two melee attacks.""};{""Name"":""Slam"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""13"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""3d8 + 7"";""Damage Type"":""bludgeoning""};{""Name"":""Sword"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""13"";""Reach"":""10 ft."";""Target"":""one target"";""Damage"":""3d10 + 7"";""Damage Type"":""slashing""};{""Name"":""Poison Breath (Recharge 5-6)"";""Desc"":""The golem exhales poisonous gas in a 15-foot cone. Each creature in that area must make a DC 19 Constitution saving throw; taking 45 (l0d8) poison damage on a failed save; or half as much damage on a successful one.""}]",,Understands The Languages Of Its Creator But Can't Speak,15000.0,Large,,20.0,,5.0,Darkvision 120 Ft.,,,30 ft.,24.0,Fire; Poison; Psychic; Bludgeoning; Piercing; And Slashing From Nonmagical Weapons That Aren't Adamantine,0.0,,-4.0,Charmed; Exhaustion; Frightened; Paralyzed; Petrified; Poisoned,1.0,-5.0,9.0,20.0,,Unaligned,3.0,construct,20d10+100,,"[{""Name"":""Fire Absorption"";""Desc"":""Whenever the golem is subjected to fire damage; it takes no damage and instead regains a number of hit points equal to the fire damage dealt.""};{""Name"":""Immutable Form"";""Desc"":""The golem is immune to any spell or effect that would alter its form.""};{""Name"":""Magic Resistance"";""Desc"":""The golem has advantage on saving throws against spells and other magical effects.""};{""Name"":""Magic Weapons"";""Desc"":""The golem's weapon attacks are magical.""}]"
Marilith,demon,Extraplanar (Abyss),MM,61.0,MM61,Y,Natural Armor,4.0,16,5.0,Cold; Fire; Lightning; Bludgeoning; Piercing; And Slashing From Nonmagical Weapons,16.0,,8.0,189.0,13.0,"[{""Name"":""Multiattack"";""Desc"":""The marilith can make seven attacks: six with its longswords and one with its tail.""};{""Name"":""Longsword"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""9"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""2d8 + 4"";""Damage Type"":""slashing""};{""Name"":""Tail"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""9"";""Reach"":""10 ft."";""Target"":""one creature"";""Damage"":""2d10 + 4"";""Damage Type"":""bludgeoning"";""Desc"":""If the target is Medium or smaller; it is grappled (escape DC 19). Until this grapple ends; the target is restrained; the marilith can automatically hit the target with its tail; and the marilith can't make tail attacks against other targets""};{""Name"":""Teleport"";""Desc"":""The marilith magically teleports; along with any equipment it is wearing or carrying; up to 120 feet to an unoccupied space it can see.""};{""Name"":""Variant: Summon Demon (1/Day)"";""Desc"":""The demon chooses what to summon and attempts a magical summoning.<br>A marilith has a 50 percent chance of summoning 1d6 vrocks; 1d4 hezrous; 1d3 glabrezus; 1d2 nalfeshnees; or one marilith.<br>A summoned demon appears in an unoccupied space within 60 feet of its summoner; acts as an ally of its summoner; and can't summon other demons. It remains for 1 minute; until it or its summoner dies; or until its summoner dismisses it as an action.""}]",,Abyssal; Telepathy 120 Ft.,15000.0,Large,10.0,18.0,,5.0,Truesight 120 Ft.,,10.0,40 ft.,18.0,Poison,3.0,"[{""Name"":""Parry"";""Desc"":""The marilith adds 5 to its AC against one melee attack that would hit it. To do so; the marilith must see the attacker and be wielding a melee weapon.""}]",4.0,Poisoned,20.0,5.0,20.0,20.0,,Chaotic Evil,18.0,fiend (demon),18d10+90,9.0,"[{""Name"":""Magic Resistance"";""Desc"":""The marilith has advantage on saving throws against spells and other magical effects.""};{""Name"":""Magic Weapons"";""Desc"":""The marilith's weapon attacks are magical.""};{""Name"":""Reactive"";""Desc"":""The marilith can take one reaction on every turn in combat.""}]"
Mummy Lord (in lair),non-lair 15 (13000),Desert,MM,229.0,MM229,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Planetar,,Extraplanar (Upper Planes),MM,17.0,MM17,Y,Natural Armor,7.0,16,5.0,Radiant; Bludgeoning; Piercing; And Slashing From Nonmagical Weapons,22.0,,11.0,200.0,21.0,"[{""Name"":""Multiattack"";""Desc"":""The planetar makes two melee attacks.""};{""Name"":""Greatsword"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""12"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""4d6 + 7"";""Damage Type"":""slashing"";""Damage 2"":""5d8"";""Damage 2 Type"":""radiant""};{""Name"":""Healing Touch (4/Day)"";""Desc"":""The planetar touches another creature. The target magically regains 30 (6d8 + 3) hit points and is freed from any curse; disease; poison; blindness; or deafness.""}]",,All; Telepathy 120 Ft.,15000.0,Large,12.0,19.0,,7.0,Truesight 120 Ft.,Perception +11,12.0,40 ft.; fly 120 ft.,24.0,,6.0,,4.0,Charmed; Exhaustion; Frightened,25.0,7.0,20.0,24.0,,Lawful Good,19.0,celestial,16d10+112,,"[{""Name"":""Angelic Weapons"";""Desc"":""The planetar's weapon attacks are magical. When the planetar hits with any weapon; the weapon deals an extra 5d8 radiant damage (included in the attack).""};{""Name"":""Divine Awareness"";""Desc"":""The planetar knows if it hears a lie.""};{""Name"":""Innate Spellcasting"";""Desc"":""The planetar's spellcasting ability is Charisma (spell save DC 20). The planetar can innately cast the following spells; requiring no material components: <br>At will: detect evil and good; invisibility (self only)<br>3/day each: blade barrier; dispel evil and good; flame strike; raise dead<br>1/day each: commune; control weather; insect plague""};{""Name"":""Magic Resistance"";""Desc"":""The planetar has advantage on saving throws against spells and other magical effects.""}]"
Adult Blue Dracolich,,Desert,MM,84.0,MM84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adult Gold Dragon,,Forest; Grassland,MM,114.0,MM114,Y,Natural Armor,8.0,17,2.0,,15.0,,8.0,256.0,24.0,"[{""Name"":""Multiattack"";""Desc"":""The dragon can use its Frightful Presence. It then makes three attacks: one with its bite and two with its claws.""};{""Name"":""Bite"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""14"";""Reach"":""10 ft."";""Target"":""one target"";""Damage"":""2d10 + 8"";""Damage Type"":""piercing""};{""Name"":""Claw"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""14"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""2d6 + 8"";""Damage Type"":""slashing""};{""Name"":""Tail"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""14"";""Reach"":""15 ft."";""Target"":""one target"";""Damage"":""2d8 + 8"";""Damage Type"":""bludgeoning""};{""Name"":""Frightful Presence"";""Desc"":""Each creature of the dragon's choice that is within 120 feet of the dragon and aware of it must succeed on a DC 21 Wisdom saving throw or become frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns; ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it; the creature is immune to the dragon's Frightful Presence for the next 24 hours.""};{""Name"":""Breath Weapons (Recharge 5-6)"";""Desc"":""The dragon uses one of the following breath weapons.<br>Fire Breath. The dragon exhales fire in a 60-foot cone. Each creature in that area must make a DC 21 Dexterity saving throw; taking 66 (12d10) fire damage on a failed save; or half as much damage on a successful one.<br>Weakening Breath. The dragon exhales gas in a 60-foot cone. Each creature in that area must succeed on a DC 21 Strength saving throw or have disadvantage on Strength-based attack rolls; Strength checks; and Strength saving throws for 1 minute. A creature can repeat the saving throw at the end of each of its turns; ending the effect on itself on a success.""};{""Name"":""Change Shape"";""Desc"":""The dragon magically polymorphs into a humanoid or beast that has a challenge rating no higher than its own; or back into its true form. It reverts to its true form if it dies. Any equipment it is wearing or carrying is absorbed or borne by the new form (the dragon's choice). In a new form; the dragon retains its alignment; hit points; Hit Dice; ability to speak; proficiencies; Legendary Resistance; lair actions; and Intelligence; Wisdom; and Charisma scores; as well as this action. Its statistics and capabilities are otherwise replaced by those of the new form; except any class features or legendary actions of that form.""}]","[{""Name"":""Detect"";""Desc"":""The dragon makes a Wisdom (Perception) check.""};{""Name"":""Tail Attack"";""Desc"":""The dragon makes a tail attack.""};{""Name"":""Wing Attack (Costs 2 Actions)"";""Desc"":""The dragon beats its wings. Each creature within 10 ft. of the dragon must succeed on a DC 22 Dexterity saving throw or take 15 (2d6 + 8) bludgeoning damage and be knocked prone. The dragon can then fly up to half its flying speed.""}]",Common; Draconic,18000.0,Huge,13.0,19.0,8.0,7.0,Blindsight 60 Ft.; Darkvision 120 Ft.,Insight +8; Perception +14; Persuasion +13; Stealth +8,13.0,40 ft.; fly 80 ft.; swim 40 ft.,27.0,Fire,2.0,,3.0,,24.0,7.0,14.0,25.0,,Lawful Good,16.0,dragon,19d12+133,,"[{""Name"":""Amphibious"";""Desc"":""The dragon can breathe air and water.""};{""Name"":""Legendary Resistance (3/Day)"";""Desc"":""If the dragon fails a saving throw; it can choose to succeed instead.""}]"
Adult Red Dragon,,Hills; Mountain,MM,98.0,MM98,Y,Natural Armor,8.0,17,0.0,,13.0,,7.0,256.0,23.0,"[{""Name"":""Multiattack"";""Desc"":""The dragon can use its Frightful Presence. It then makes three attacks: one with its bite and two with its claws.""};{""Name"":""Bite"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""14"";""Reach"":""10 ft."";""Target"":""one target"";""Damage"":""2d10 + 8"";""Damage Type"":""piercing"";""Damage 2"":""2d6"";""Damage 2 Type"":""fire""};{""Name"":""Claw"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""14"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""2d6 + 8"";""Damage Type"":""slashing""};{""Name"":""Tail"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""14"";""Reach"":""15 ft."";""Target"":""one target"";""Damage"":""2d8 + 8"";""Damage Type"":""bludgeoning""};{""Name"":""Frightful Presence"";""Desc"":""Each creature of the dragon's choice that is within 120 ft. of the dragon and aware of it must succeed on a DC 19 Wisdom saving throw or become frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns; ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it; the creature is immune to the dragon's Frightful Presence for the next 24 hours.""};{""Name"":""Fire Breath (Recharge 5-6)"";""Desc"":""The dragon exhales fire in a 60-foot cone. Each creature in that area must make a DC 21 Dexterity saving throw; taking 63 (18d6) fire damage on a failed save; or half as much damage on a successful one.""}]","[{""Name"":""Detect"";""Desc"":""The dragon makes a Wisdom (Perception) check.""};{""Name"":""Tail Attack"";""Desc"":""The dragon makes a tail attack.""};{""Name"":""Wing Attack (Costs 2 Actions)"";""Desc"":""The dragon beats its wings. Each creature within 10 ft. of the dragon must succeed on a DC 22 Dexterity saving throw or take 15 (2d6 + 8) bludgeoning damage and be knocked prone. The dragon can then fly up to half its flying speed.""}]",Common; Draconic,18000.0,Huge,11.0,19.0,6.0,7.0,Blindsight 60 Ft.; Darkvision 120 Ft.,Perception +13; Stealth +6,13.0,40 ft.; climb 40 ft.; fly 80 ft.,27.0,Fire,1.0,,3.0,,21.0,5.0,10.0,25.0,,Chaotic Evil,16.0,dragon,19d12+133,,"[{""Name"":""Legendary Resistance (3/Day)"";""Desc"":""If the dragon fails a saving throw; it can choose to succeed instead.""}]"
Androsphinx,,Desert,MM,281.0,MM281,Y,Natural Armor,6.0,17,0.0,,18.0,,10.0,199.0,20.0,"[{""Name"":""Multiattack"";""Desc"":""The sphinx makes two claw attacks.""};{""Name"":""Claw"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""12"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""2d10 + 6"";""Damage Type"":""slashing""};{""Name"":""Roar (3/Day)"";""Desc"":""The sphinx emits a magical roar. Each time it roars before finishing a long rest; the roar is louder and the effect is different; as detailed below. Each creature within 500 feet of the sphinx and able to hear the roar must make a saving throw.<br><br>First Roar. Each creature that fails a DC 18 Wisdom saving throw is frightened for 1 minute. A frightened creature can repeat the saving throw at the end of each of its turns; ending the effect on itself on a success.<br><br>Second Roar. Each creature that fails a DC 18 Wisdom saving throw is deafened and frightened for 1 minute. A frightened creature is paralyzed and can repeat the saving throw at the end of each of its turns; ending the effect on itself on a success.<br><br>Third Roar. Each creature makes a DC 18 Constitution saving throw. On a failed save; a creature takes 44 (8d10) thunder damage and is knocked prone. On a successful save; the creature takes half as much damage and isn't knocked prone.""}]","[{""Name"":""Claw Attack"";""Desc"":""The sphinx makes one claw attack.""};{""Name"":""Teleport (Costs 2 Actions)"";""Desc"":""The sphinx magically teleports; along with any equipment it is wearing or carrying; up to 120 feet to an unoccupied space it can see.""};{""Name"":""Cast a Spell (Costs 3 Actions)"";""Desc"":""The sphinx casts a spell from its list of prepared spells; using a spell slot as normal.""}]",Common; Sphinx,18000.0,Large,,17.0,6.0,5.0,Truesight 120 Ft.,Arcana +9; Perception +10; Religion +15,11.0,40 ft.; fly 60 ft.,22.0,Psychic; Bludgeoning; Piercing; And Slashing From Nonmagical Weapons,4.0,,3.0,Charmed; Frightened,23.0,6.0,10.0,20.0,9.0,Lawful Neutral,16.0,monstrosity,19d10+95,,"[{""Name"":""Inscrutable"";""Desc"":""The sphinx is immune to any effect that would sense its emotions or read its thoughts; as well as any divination spell that it refuses. Wisdom (Insight) checks made to ascertain the sphinx's intentions or sincerity have disadvantage.""};{""Name"":""Magic Weapons"";""Desc"":""The sphinx's weapon attacks are magical.""};{""Name"":""Spellcasting"";""Desc"":""The sphinx is a 12th-level spellcaster. Its spellcasting ability is Wisdom (spell save DC 18; +10 to hit with spell attacks). It requires no material components to cast its spells. The sphinx has the following cleric spells prepared: <br><br> Cantrips (at will): sacred flame; spare the dying; thaumaturgy<br> 1st level (4 slots): command; detect evil and good; detect magic<br> 2nd level (3 slots): lesser restoration; zone of truth<br> 3rd level (3 slots): dispel magic; tongues<br> 4th level (3 slots): banishment; freedom of movement<br> 5th level (2 slots): flame strike; greater restoration<br> 6th level (1 slot): heroes' feast""}]"
Death Knight,,Any,MM,47.0,MM47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dragon Turtle,,Coastal; Underwater,MM,119.0,MM119,Y,Natural Armor,7.0,17,0.0,Fire,12.0,,7.0,341.0,11.0,"[{""Name"":""Multiattack"";""Desc"":""The dragon turtle makes three attacks: one with its bite and two with its claws. It can make one tail attack in place of its two claw attacks.""};{""Name"":""Bite"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""13"";""Reach"":""15 ft."";""Target"":""one target"";""Damage"":""3d12 + 7"";""Damage Type"":""piercing""};{""Name"":""Claw"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""13"";""Reach"":""10 ft."";""Target"":""one target"";""Damage"":""2d8 + 7"";""Damage Type"":""slashing""};{""Name"":""Tail"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""13"";""Reach"":""15 ft."";""Target"":""one target"";""Damage"":""3d12 + 7"";""Damage Type"":""bludgeoning"";""Desc"":""If the target is a creature; it must succeed on a DC 20 Strength saving throw or be pushed up to 10 feet away from the dragon turtle and knocked prone""};{""Name"":""Steam Breath (Recharge 5-6)"";""Desc"":""The dragon turtle exhales scalding steam in a 60-foot cone. Each creature in that area must make a DC 18 Constitution saving throw; taking 52 (15d6) fire damage on a failed save; or half as much damage on a successful one. Being underwater doesn't grant resistance against this damage.""}]",,Aquan; Draconic,18000.0,Gargantuan,,20.0,6.0,5.0,Darkvision 120 Ft.,,11.0,20 ft.; swim 40 ft.,25.0,,1.0,,0.0,,12.0,1.0,10.0,20.0,,Neutral,10.0,dragon,22d20+10,,"[{""Name"":""Amphibious"";""Desc"":""The dragon turtle can breathe air and water.""}]"
Goristro,demon,Extraplanar (Abyss),MM,59.0,MM59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Demilich,lair 20 (24500),Any,MM,48.0,MM48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Balor,demon,Extraplanar (Abyss),MM,55.0,MM55,Y,Natural Armor,8.0,19,2.0,Cold; Lightning; Bludgeoning; Piercing; And Slashing From Nonmagical Weapons,16.0,,9.0,262.0,13.0,"[{""Name"":""Multiattack"";""Desc"":""The balor makes two attacks: one with its longsword and one with its whip.""};{""Name"":""Longsword"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""14"";""Reach"":""10 ft."";""Target"":""one target"";""Damage"":""3d8 + 8"";""Damage Type"":""slashing"";""Damage 2"":""3d8"";""Damage 2 Type"":""lightning"";""Desc"":""If the balor scores a critical hit; it rolls damage dice three times; instead of twice""};{""Name"":""Whip"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""14"";""Reach"":""30 ft."";""Target"":""one target"";""Damage"":""2d6 + 8"";""Damage Type"":""slashing"";""Damage 2"":""3d6"";""Damage 2 Type"":""fire"";""Desc"":""The target must succeed on a dc 20 strength saving throw or be pulled up to 25 feet toward the balor""};{""Name"":""Teleport"";""Desc"":""The balor magically teleports; along with any equipment it is wearing or carrying; up to 120 feet to an unoccupied space it can see.""};{""Name"":""Variant: Summon Demon (1/Day)"";""Desc"":""The demon chooses what to summon and attempts a magical summoning.<br>A balor has a 50 percent chance of summoning 1d8 vrocks; 1d6 hezrous; 1d4 glabrezus; 1d3 nalfeshnees; 1d2 mariliths; or one goristro.<br>A summoned demon appears in an unoccupied space within 60 feet of its summoner; acts as an ally of its summoner; and can't summon other demons. It remains for 1 minute; until it or its summoner dies; or until its summoner dismisses it as an action.""}]",,Abyssal; Telepathy 120 Ft.,22000.0,Huge,12.0,19.0,,6.0,Truesight 120 Ft.,,12.0,40 ft.; fly 80 ft.,26.0,Fire; Poison,3.0,,5.0,Poisoned,22.0,6.0,15.0,22.0,,Chaotic Evil,20.0,fiend (demon),21d12+126,14.0,"[{""Name"":""Death Throes"";""Desc"":""When the balor dies; it explodes; and each creature within 30 feet of it must make a DC 20 Dexterity saving throw; taking 70 (20d6) fire damage on a failed save; or half as much damage on a successful one. The explosion ignites flammable objects in that area that aren't being worn or carried; and it destroys the balor's weapons.""};{""Name"":""Fire Aura"";""Desc"":""At the start of each of the balor's turns; each creature within 5 feet of it takes 10 (3d6) fire damage; and flammable objects in the aura that aren't being worn or carried ignite. A creature that touches the balor or hits it with a melee attack while within 5 feet of it takes 10 (3d6) fire damage.""};{""Name"":""Magic Resistance"";""Desc"":""The balor has advantage on saving throws against spells and other magical effects.""};{""Name"":""Magic Weapons"";""Desc"":""The balor's weapon attacks are magical.""}]"
